<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BTSX.BTC/USD,60,20210426,150000,53301.8600000,53795.6000000,53300.8300000,53703.6700000,184
BTSX.BTC/USD,60,20210426,160000,53703.6700000,54004.4700000,53498.5300000,53571.3900000,185
BTSX.BTC/USD,60,20210426,170000,53565.7800000,54006.1300000,53309.0900000,53777.6100000,69
BTSX.BTC/USD,60,20210426,180000,53757.1000000,53921.8900000,53465.4400000,53624.3400000,46
BTSX.BTC/USD,60,20210426,190000,53618.7800000,53789.4900000,53334.7000000,53635.6500000,79
BTSX.BTC/USD,60,20210426,200000,53649.5200000,53830.0000000,52902.2000000,53367.7200000,110
BTSX.BTC/USD,60,20210426,210000,53359.0200000,54404.7800000,53358.9100000,54137.3100000,203
BTSX.BTC/USD,60,20210426,220000,54120.3900000,54364.4500000,53973.8500000,54346.3300000,70
BTSX.BTC/USD,60,20210426,230000,54343.2200000,54390.0000000,53784.0500000,54101.1600000,66
BTSX.BTC/USD,60,20210427,000000,54102.0800000,54102.0800000,53250.0000000,53280.9400000,105
BTSX.BTC/USD,60,20210427,010000,53257.0700000,53602.0000000,52629.7800000,53425.3300000,120
BTSX.BTC/USD,60,20210427,020000,53327.6100000,54285.5800000,52917.2200000,53634.6200000,34
BTSX.BTC/USD,60,20210427,030000,53623.4400000,54089.3100000,53522.2000000,54073.4100000,25
BTSX.BTC/USD,60,20210427,040000,54015.3200000,54201.8200000,53593.9100000,53747.1600000,28
BTSX.BTC/USD,60,20210427,050000,53704.6100000,53891.0600000,53620.7300000,53844.4800000,108
BTSX.BTC/USD,60,20210427,060000,53820.7000000,54060.9000000,53785.2200000,53898.2100000,24
BTSX.BTC/USD,60,20210427,070000,53875.2200000,53896.9400000,53390.0000000,53547.7100000,81
BTSX.BTC/USD,60,20210427,080000,53538.4100000,53666.9700000,53325.7500000,53537.4200000,11
BTSX.BTC/USD,60,20210427,090000,53538.2000000,54032.8500000,53504.8800000,53976.0700000,34
BTSX.BTC/USD,60,20210427,100000,53971.5800000,54875.5400000,53971.5800000,54773.8500000,95
BTSX.BTC/USD,60,20210427,110000,54780.1700000,54934.0500000,54380.7300000,54626.3300000,55
BTSX.BTC/USD,60,20210427,120000,54614.8500000,55041.0000000,54417.5100000,54506.2600000,63
BTSX.BTC/USD,60,20210427,130000,54477.7700000,54762.7400000,54400.0000000,54558.8000000,29
BTSX.BTC/USD,60,20210427,140000,54563.2700000,54865.7500000,54500.1000000,54778.2700000,39
BTSX.BTC/USD,60,20210427,150000,54778.2700000,55318.0800000,54736.3900000,55215.8000000,71
BTSX.BTC/USD,60,20210427,160000,55215.8000000,55354.5900000,54814.4900000,54900.0000000,50
BTSX.BTC/USD,60,20210427,170000,54900.0000000,55100.6400000,54500.0000000,54792.6600000,159
BTSX.BTC/USD,60,20210427,180000,54796.1600000,55135.8000000,54422.3400000,55054.8200000,205
BTSX.BTC/USD,60,20210427,190000,55064.5000000,55384.5900000,54916.2400000,55067.3600000,110
BTSX.BTC/USD,60,20210427,200000,55079.1600000,55162.1000000,54625.1100000,54717.2400000,87
BTSX.BTC/USD,60,20210427,210000,54709.1700000,54988.7800000,54270.6600000,54934.0900000,50
BTSX.BTC/USD,60,20210427,220000,54934.3300000,55067.9500000,54689.9300000,55044.3500000,24
BTSX.BTC/USD,60,20210427,230000,55042.6000000,55060.5200000,54686.0300000,54846.2500000,20
BTSX.BTC/USD,60,20210428,000000,54846.8200000,55251.9100000,54846.8200000,55220.9200000,40
BTSX.BTC/USD,60,20210428,010000,55211.4500000,55519.3700000,54888.0500000,55339.8100000,88
BTSX.BTC/USD,60,20210428,020000,55343.7200000,55390.4400000,54959.6300000,54985.1800000,26
BTSX.BTC/USD,60,20210428,030000,54989.4100000,55104.5900000,54816.1300000,55091.3900000,25
BTSX.BTC/USD,60,20210428,040000,55094.7300000,55517.6000000,55071.9000000,55447.9600000,44
BTSX.BTC/USD,60,20210428,050000,55458.4200000,55809.8600000,55361.6300000,55537.1100000,62
BTSX.BTC/USD,60,20210428,060000,55533.3600000,55715.0700000,55251.8600000,55301.0000000,40
BTSX.BTC/USD,60,20210428,070000,55251.6100000,55334.5200000,54852.9500000,54870.2300000,25
BTSX.BTC/USD,60,20210428,080000,54844.1400000,55061.9600000,54708.5400000,54887.9700000,43
BTSX.BTC/USD,60,20210428,090000,54858.5600000,55023.8600000,54500.0000000,54650.6500000,66
BTSX.BTC/USD,60,20210428,100000,54696.0600000,54696.0600000,53811.4900000,54214.7300000,190
BTSX.BTC/USD,60,20210428,110000,54185.9700000,54593.2400000,54070.0300000,54320.5800000,40
BTSX.BTC/USD,60,20210428,120000,54331.1700000,54574.3100000,54104.7200000,54114.6500000,56
BTSX.BTC/USD,60,20210428,130000,54104.5500000,54447.3200000,53972.2000000,54274.2100000,59
BTSX.BTC/USD,60,20210428,140000,54240.8300000,54515.1800000,54140.9200000,54445.3400000,42
BTSX.BTC/USD,60,20210428,150000,54447.3500000,55148.2000000,54445.0000000,54901.4300000,52
BTSX.BTC/USD,60,20210428,160000,54945.5200000,55350.0000000,54809.7800000,55206.5700000,56
BTSX.BTC/USD,60,20210428,170000,55239.9100000,55239.9100000,54655.0200000,54798.7300000,103
BTSX.BTC/USD,60,20210428,180000,54818.1800000,54943.9800000,54516.7500000,54553.7400000,180
BTSX.BTC/USD,60,20210428,190000,54553.7400000,54674.2500000,54142.1100000,54386.0500000,69
BTSX.BTC/USD,60,20210428,200000,54393.0900000,54833.9800000,54284.2800000,54747.2200000,59
BTSX.BTC/USD,60,20210428,210000,54763.6400000,55037.2700000,54543.7900000,54900.0000000,134
BTSX.BTC/USD,60,20210428,220000,54902.4400000,55134.9500000,54701.4000000,55019.2100000,135
BTSX.BTC/USD,60,20210428,230000,55018.9900000,55487.0000000,54774.3900000,55461.6800000,217
BTSX.BTC/USD,60,20210429,000000,55479.4200000,56500.0000000,54254.5100000,54434.1400000,312
BTSX.BTC/USD,60,20210429,010000,54430.7000000,54967.3700000,54082.2900000,54871.5800000,38
BTSX.BTC/USD,60,20210429,020000,54905.5000000,54920.7800000,54360.0500000,54475.2800000,40
BTSX.BTC/USD,60,20210429,030000,54450.9700000,54929.1100000,54422.6100000,54901.9700000,11
BTSX.BTC/USD,60,20210429,040000,54898.4500000,55239.3300000,54715.5300000,54770.2300000,27
BTSX.BTC/USD,60,20210429,050000,54786.9000000,54820.3000000,54474.9500000,54622.0000000,18
BTSX.BTC/USD,60,20210429,060000,54648.0500000,54794.9400000,54362.4900000,54592.8100000,48
BTSX.BTC/USD,60,20210429,070000,54603.4000000,54663.9200000,54118.0300000,54310.2300000,41
BTSX.BTC/USD,60,20210429,080000,54291.6900000,54291.6900000,53600.0000000,53621.0700000,42
BTSX.BTC/USD,60,20210429,090000,53626.5300000,54019.0000000,53547.0000000,53969.2000000,39
BTSX.BTC/USD,60,20210429,100000,53974.4000000,54532.8400000,53900.4100000,54416.3700000,97
BTSX.BTC/USD,60,20210429,110000,54398.0000000,54513.6200000,54303.6900000,54513.6200000,26
BTSX.BTC/USD,60,20210429,120000,54521.4000000,54521.4000000,53887.5000000,53984.6000000,21
BTSX.BTC/USD,60,20210429,130000,53956.1500000,54781.2700000,53814.9300000,54601.9100000,43
BTSX.BTC/USD,60,20210429,140000,54601.9100000,54722.4000000,54375.4300000,54491.0600000,48
BTSX.BTC/USD,60,20210429,150000,54491.0100000,54614.0300000,54160.0000000,54351.7300000,33
BTSX.BTC/USD,60,20210429,160000,54355.6500000,54580.4500000,54194.2300000,54377.5500000,20
BTSX.BTC/USD,60,20210429,170000,54377.5500000,54458.4000000,53582.4400000,53618.3500000,145
BTSX.BTC/USD,60,20210429,180000,53610.1300000,53957.5200000,53535.0000000,53721.3600000,124
BTSX.BTC/USD,60,20210429,190000,53720.9600000,53951.7000000,53306.9300000,53764.4500000,48
BTSX.BTC/USD,60,20210429,200000,53735.8300000,53837.1500000,52932.9800000,52997.1700000,120
BTSX.BTC/USD,60,20210429,210000,52983.8100000,53206.6800000,52721.4000000,52779.0400000,226
BTSX.BTC/USD,60,20210429,220000,52750.0200000,53051.2200000,52505.0000000,52912.3100000,194
BTSX.BTC/USD,60,20210429,230000,52939.7100000,53061.3700000,52825.0000000,52888.3100000,53
BTSX.BTC/USD,60,20210430,000000,52892.8700000,53360.8500000,52379.9000000,53000.2000000,193
BTSX.BTC/USD,60,20210430,010000,53000.2000000,53372.6200000,52808.1100000,53321.0500000,17
BTSX.BTC/USD,60,20210430,020000,53365.8800000,53484.0800000,53107.7800000,53427.6000000,87
BTSX.BTC/USD,60,20210430,030000,53428.7200000,53696.0000000,53332.0300000,53593.9700000,38
BTSX.BTC/USD,60,20210430,040000,53585.9300000,53855.1000000,53087.1500000,53402.8200000,31
BTSX.BTC/USD,60,20210430,050000,53432.5800000,53667.1300000,53230.1500000,53445.8700000,45
BTSX.BTC/USD,60,20210430,060000,53422.6200000,53650.0000000,53391.4700000,53595.4700000,18
BTSX.BTC/USD,60,20210430,070000,53562.7000000,53800.0000000,53466.3500000,53741.7500000,116
BTSX.BTC/USD,60,20210430,080000,53738.9100000,54260.0000000,53738.4600000,54175.7800000,96
BTSX.BTC/USD,60,20210430,090000,54176.1200000,54366.8900000,53965.5800000,54303.1600000,31
BTSX.BTC/USD,60,20210430,100000,54329.3400000,54533.7000000,54213.4400000,54495.3600000,44
BTSX.BTC/USD,60,20210430,110000,54469.2000000,54621.5500000,54291.3200000,54355.9700000,61
BTSX.BTC/USD,60,20210430,120000,54374.1700000,54692.5300000,54130.5300000,54568.6000000,29
BTSX.BTC/USD,60,20210430,130000,54584.3800000,54862.5500000,54358.3600000,54385.0400000,55
BTSX.BTC/USD,60,20210430,140000,54380.8000000,54554.9400000,54159.5200000,54220.4100000,44
BTSX.BTC/USD,60,20210430,150000,54245.8300000,54429.1400000,54092.5500000,54253.1100000,16
BTSX.BTC/USD,60,20210430,160000,54297.7700000,54790.7200000,54229.7300000,54717.0000000,59
BTSX.BTC/USD,60,20210430,170000,54709.9600000,56009.0300000,54477.4800000,55999.7300000,397
BTSX.BTC/USD,60,20210430,180000,56019.0000000,56363.3300000,55782.3000000,56017.4100000,178
BTSX.BTC/USD,60,20210430,190000,56022.8100000,57285.2300000,56016.0200000,57217.2000000,184
BTSX.BTC/USD,60,20210430,200000,57217.2000000,57442.9900000,56594.1500000,56774.5500000,125
BTSX.BTC/USD,60,20210430,210000,56766.1000000,56853.5000000,56314.2000000,56600.9900000,56
BTSX.BTC/USD,60,20210430,220000,56616.3400000,57122.6200000,56580.5300000,56941.2500000,46
BTSX.BTC/USD,60,20210430,230000,56936.2600000,57123.9400000,56870.5800000,57098.0800000,79
BTSX.BTC/USD,60,20210501,000000,57092.4200000,57104.7600000,56476.6300000,56822.9900000,63
BTSX.BTC/USD,60,20210501,010000,56822.8200000,57216.1500000,56715.0000000,57084.2600000,71
BTSX.BTC/USD,60,20210501,020000,57058.9600000,57480.3500000,56950.0300000,57200.1300000,77
BTSX.BTC/USD,60,20210501,030000,57170.5900000,58008.0000000,57168.4400000,57775.2700000,106
BTSX.BTC/USD,60,20210501,040000,57790.6600000,58198.6900000,57555.0000000,57915.0100000,110
BTSX.BTC/USD,60,20210501,050000,57899.2300000,58549.0000000,57580.8700000,58536.8600000,66
BTSX.BTC/USD,60,20210501,060000,58546.5800000,58546.5800000,58033.1300000,58192.6100000,67
BTSX.BTC/USD,60,20210501,070000,58183.5100000,58330.0200000,58118.5600000,58264.2100000,39
BTSX.BTC/USD,60,20210501,080000,58258.9500000,58324.5300000,57753.6600000,58129.7500000,18
BTSX.BTC/USD,60,20210501,090000,58154.3100000,58493.8400000,57944.2200000,58184.9400000,27
BTSX.BTC/USD,60,20210501,100000,58146.4500000,58269.1300000,57875.0600000,57951.6000000,13
BTSX.BTC/USD,60,20210501,110000,57959.0300000,58100.0000000,57647.6200000,57789.8300000,28
BTSX.BTC/USD,60,20210501,120000,57816.1000000,58000.0000000,57514.0300000,57517.8200000,31
BTSX.BTC/USD,60,20210501,130000,57521.7300000,57887.0000000,57180.0400000,57551.8000000,69
BTSX.BTC/USD,60,20210501,140000,57508.1200000,57704.0000000,57411.7700000,57442.5800000,24
BTSX.BTC/USD,60,20210501,150000,57477.0800000,57894.4300000,57463.8900000,57894.4300000,23
BTSX.BTC/USD,60,20210501,160000,57895.5500000,58117.7300000,57750.0000000,57824.7200000,36
BTSX.BTC/USD,60,20210501,170000,57854.0400000,58093.0200000,57599.8500000,57660.5100000,14
BTSX.BTC/USD,60,20210501,180000,57685.5400000,57761.3700000,57305.4000000,57487.8200000,11
BTSX.BTC/USD,60,20210501,190000,57457.8700000,57580.4200000,57049.6300000,57401.4200000,30
BTSX.BTC/USD,60,20210501,200000,57448.1900000,57736.3300000,57251.1800000,57536.1500000,66
BTSX.BTC/USD,60,20210501,210000,57562.5100000,57830.4800000,57562.5100000,57606.2700000,34
BTSX.BTC/USD,60,20210501,220000,57618.0600000,57722.8200000,57450.0300000,57660.6100000,36
BTSX.BTC/USD,60,20210501,230000,57660.6100000,58067.4800000,57519.9900000,57822.6000000,18
BTSX.BTC/USD,60,20210502,000000,57828.0200000,57941.9000000,57705.0400000,57738.0800000,19
BTSX.BTC/USD,60,20210502,010000,57738.0800000,57756.2500000,57447.5000000,57478.2700000,14
BTSX.BTC/USD,60,20210502,020000,57500.0000000,57764.3200000,57326.5500000,57722.1300000,24
BTSX.BTC/USD,60,20210502,030000,57702.7800000,58034.0000000,57643.4200000,57851.9100000,11
BTSX.BTC/USD,60,20210502,040000,57893.0100000,57967.0100000,57436.3400000,57515.1300000,11
BTSX.BTC/USD,60,20210502,050000,57516.8100000,57551.8100000,57329.8100000,57465.3300000,42
BTSX.BTC/USD,60,20210502,060000,57473.8700000,57749.7800000,57473.8700000,57684.4100000,1
BTSX.BTC/USD,60,20210502,070000,57704.9300000,57727.8100000,56426.1400000,56511.2500000,96
BTSX.BTC/USD,60,20210502,080000,56485.0000000,56973.5600000,56235.3600000,56950.9300000,69
BTSX.BTC/USD,60,20210502,090000,56961.9600000,57178.3800000,56688.5200000,56952.0000000,14
BTSX.BTC/USD,60,20210502,100000,56958.2100000,57095.9700000,56737.6700000,56937.9900000,20
BTSX.BTC/USD,60,20210502,110000,56899.3100000,57020.8200000,56446.0900000,56692.6500000,25
BTSX.BTC/USD,60,20210502,120000,56700.3500000,56808.1900000,56157.8500000,56543.2800000,33
BTSX.BTC/USD,60,20210502,130000,56590.7800000,56661.0900000,56064.5100000,56432.9200000,60
BTSX.BTC/USD,60,20210502,140000,56472.4700000,56945.6000000,56404.0100000,56877.0600000,33
BTSX.BTC/USD,60,20210502,150000,56889.3900000,57124.3700000,56600.0000000,57119.6700000,19
BTSX.BTC/USD,60,20210502,160000,57159.0000000,57329.0700000,56752.5500000,56876.3900000,30
BTSX.BTC/USD,60,20210502,170000,56888.1100000,56951.9400000,56500.0000000,56700.1200000,4
BTSX.BTC/USD,60,20210502,180000,56727.6900000,57034.2900000,56708.8100000,56873.1800000,26
BTSX.BTC/USD,60,20210502,190000,56851.4800000,56899.1500000,56489.1600000,56651.0300000,28
BTSX.BTC/USD,60,20210502,200000,56619.6100000,56810.2000000,56371.1400000,56611.1800000,8
BTSX.BTC/USD,60,20210502,210000,56611.1700000,56890.0000000,56521.8400000,56835.9200000,18
BTSX.BTC/USD,60,20210502,220000,56881.1300000,56968.9400000,56750.0000000,56899.9200000,6
BTSX.BTC/USD,60,20210502,230000,56904.2200000,56996.8800000,56595.2100000,56888.6100000,38
BTSX.BTC/USD,60,20210503,000000,56916.7200000,57067.8100000,56706.1200000,57027.1300000,9
BTSX.BTC/USD,60,20210503,010000,57057.7900000,57193.3400000,56700.0000000,56707.2400000,44
BTSX.BTC/USD,60,20210503,020000,56707.2400000,56804.5200000,56248.8700000,56444.8200000,26
BTSX.BTC/USD,60,20210503,030000,56432.4200000,56638.7900000,56360.8100000,56622.6600000,10
BTSX.BTC/USD,60,20210503,040000,56599.9100000,57639.0000000,56582.2200000,57469.6500000,20
BTSX.BTC/USD,60,20210503,050000,57465.0300000,58315.6500000,57401.0700000,58076.1200000,55
BTSX.BTC/USD,60,20210503,060000,58090.6300000,58287.3300000,57921.3100000,58094.9800000,35
BTSX.BTC/USD,60,20210503,070000,58110.1500000,58270.8100000,57780.7200000,57983.8500000,14
BTSX.BTC/USD,60,20210503,080000,57930.9900000,58070.6500000,57750.2800000,57860.1100000,16
BTSX.BTC/USD,60,20210503,090000,57843.1300000,58147.5900000,57814.8100000,57975.0200000,40
BTSX.BTC/USD,60,20210503,100000,57978.1000000,58113.9300000,57878.7400000,57993.9500000,86
BTSX.BTC/USD,60,20210503,110000,57988.4700000,58870.9500000,57852.4300000,58817.0800000,111
BTSX.BTC/USD,60,20210503,120000,58841.6900000,59000.0000000,58650.4000000,58819.7000000,42
BTSX.BTC/USD,60,20210503,130000,58815.9100000,58846.5900000,58314.7000000,58477.6700000,64
BTSX.BTC/USD,60,20210503,140000,58464.1700000,58666.3900000,58396.6800000,58531.5800000,41
BTSX.BTC/USD,60,20210503,150000,58520.1200000,58992.0100000,58520.1200000,58688.0100000,32
BTSX.BTC/USD,60,20210503,160000,58714.5000000,58810.8200000,58325.1300000,58595.0700000,71
BTSX.BTC/USD,60,20210503,170000,58593.6500000,58676.6200000,57333.0000000,57705.2300000,117
BTSX.BTC/USD,60,20210503,180000,57696.6100000,58235.3700000,57638.3300000,57804.7100000,101
BTSX.BTC/USD,60,20210503,190000,57804.7100000,58071.6600000,57435.6600000,57625.7600000,43
BTSX.BTC/USD,60,20210503,200000,57651.0800000,57948.9700000,57223.0200000,57710.0200000,74
BTSX.BTC/USD,60,20210503,210000,57741.4500000,58222.2800000,57593.9300000,58007.7400000,91
BTSX.BTC/USD,60,20210503,220000,57983.8400000,58128.3500000,57800.0000000,57814.9600000,63
BTSX.BTC/USD,60,20210503,230000,57800.0000000,57800.0000000,57345.0000000,57589.8000000,79
BTSX.BTC/USD,60,20210504,000000,57547.3800000,57558.9800000,56627.1000000,56810.8200000,63
BTSX.BTC/USD,60,20210504,010000,56802.3500000,57200.7200000,56500.0000000,57172.8900000,31
BTSX.BTC/USD,60,20210504,020000,57192.8300000,57458.0800000,56741.5000000,57361.4600000,47
BTSX.BTC/USD,60,20210504,030000,57326.4300000,57517.3000000,56990.0000000,57222.3700000,103
BTSX.BTC/USD,60,20210504,040000,57227.6400000,57250.8500000,54653.7400000,55350.5800000,177
BTSX.BTC/USD,60,20210504,050000,55313.5200000,55872.8000000,55139.6200000,55729.6800000,175
BTSX.BTC/USD,60,20210504,060000,55706.5200000,56020.2000000,55500.0000000,55727.2300000,69
BTSX.BTC/USD,60,20210504,070000,55711.8900000,55989.2600000,55231.6500000,55475.2300000,55
BTSX.BTC/USD,60,20210504,080000,55441.3100000,55929.2900000,55251.9100000,55863.4300000,60
BTSX.BTC/USD,60,20210504,090000,55861.0800000,56316.3800000,55813.2300000,56038.4500000,58
BTSX.BTC/USD,60,20210504,100000,56052.0100000,56221.2500000,55905.4900000,56135.4600000,29
BTSX.BTC/USD,60,20210504,110000,56142.7800000,56408.1000000,55901.1600000,55946.3200000,62
BTSX.BTC/USD,60,20210504,120000,55953.7400000,56036.4700000,55562.4400000,55764.9400000,83
BTSX.BTC/USD,60,20210504,130000,55755.6900000,56401.0000000,55755.6900000,56098.0600000,45
BTSX.BTC/USD,60,20210504,140000,56154.6600000,56673.4200000,56154.6600000,56466.0400000,64
BTSX.BTC/USD,60,20210504,150000,56463.9400000,56465.4900000,55911.8800000,56200.4900000,83
BTSX.BTC/USD,60,20210504,160000,56200.4900000,56329.6500000,55508.9400000,56060.4500000,114
BTSX.BTC/USD,60,20210504,170000,56051.3500000,56153.2400000,55255.3000000,55500.0000000,122
BTSX.BTC/USD,60,20210504,180000,55477.0200000,55579.0500000,54477.0100000,54856.6300000,262
BTSX.BTC/USD,60,20210504,190000,54840.0000000,54990.1000000,53479.8200000,53851.3800000,231
BTSX.BTC/USD,60,20210504,200000,53827.7200000,54336.3500000,53259.0000000,53852.4000000,125
BTSX.BTC/USD,60,20210504,210000,53852.4800000,54347.3700000,53779.0600000,54220.8500000,69
BTSX.BTC/USD,60,20210504,220000,54220.1200000,54788.3500000,54060.7100000,54617.5700000,47
BTSX.BTC/USD,60,20210504,230000,54560.2900000,54670.2700000,54300.0000000,54594.1500000,56
BTSX.BTC/USD,60,20210505,000000,54603.4700000,54882.7000000,53975.9500000,54763.9400000,26
BTSX.BTC/USD,60,20210505,010000,54814.7900000,54816.4900000,54235.8100000,54415.4100000,272
BTSX.BTC/USD,60,20210505,020000,54421.2300000,54482.4300000,53530.4000000,54115.4000000,53
BTSX.BTC/USD,60,20210505,030000,54104.3900000,54350.9000000,53080.6900000,53236.8400000,112
BTSX.BTC/USD,60,20210505,040000,53221.7500000,54889.2500000,52924.5000000,54566.8900000,114
BTSX.BTC/USD,60,20210505,050000,54586.4000000,55097.0000000,54586.4000000,54777.6700000,64
BTSX.BTC/USD,60,20210505,060000,54750.0000000,55450.0200000,54680.7700000,55091.5400000,122
BTSX.BTC/USD,60,20210505,070000,55106.4300000,55267.0300000,54769.2000000,54825.5500000,118
BTSX.BTC/USD,60,20210505,080000,54822.4900000,55301.0000000,54456.8700000,54585.9200000,67
BTSX.BTC/USD,60,20210505,090000,54578.4300000,54946.4300000,54314.3100000,54746.1500000,33
BTSX.BTC/USD,60,20210505,100000,54735.7900000,54773.8000000,53980.1400000,54464.6600000,52
BTSX.BTC/USD,60,20210505,110000,54473.1500000,55104.1000000,54345.5700000,54871.8800000,43
BTSX.BTC/USD,60,20210505,120000,54909.1700000,55589.3300000,54752.6700000,55491.0500000,54
BTSX.BTC/USD,60,20210505,130000,55490.5300000,55541.2500000,55125.2400000,55411.5400000,54
BTSX.BTC/USD,60,20210505,140000,55416.6200000,55859.0000000,55115.2100000,55684.2200000,40
BTSX.BTC/USD,60,20210505,150000,55693.2300000,55695.2800000,55035.4600000,55158.8500000,64
BTSX.BTC/USD,60,20210505,160000,55172.0100000,55805.3600000,55083.3200000,55649.2900000,62
BTSX.BTC/USD,60,20210505,170000,55619.8500000,56336.7300000,55594.3300000,56334.7500000,213
BTSX.BTC/USD,60,20210505,180000,56328.5400000,57108.3600000,55750.1000000,57084.9600000,283
BTSX.BTC/USD,60,20210505,190000,57057.5500000,57769.1700000,56994.9000000,57660.1900000,351
BTSX.BTC/USD,60,20210505,200000,57700.0000000,57976.6200000,57313.9200000,57455.1300000,269
BTSX.BTC/USD,60,20210505,210000,57470.4300000,57750.0000000,57290.7300000,57343.7100000,40
BTSX.BTC/USD,60,20210505,220000,57342.8900000,57584.6700000,57057.6500000,57346.7700000,146
BTSX.BTC/USD,60,20210505,230000,57371.4900000,57577.4500000,57097.8000000,57186.2700000,162
BTSX.BTC/USD,60,20210506,000000,57166.9000000,57289.4800000,56570.8800000,56898.2700000,201
BTSX.BTC/USD,60,20210506,010000,56887.8500000,57000.0000000,56720.7800000,56852.0300000,57
BTSX.BTC/USD,60,20210506,020000,56878.7900000,57643.8600000,56795.6900000,57179.5000000,30
BTSX.BTC/USD,60,20210506,030000,57178.3400000,57560.2000000,57030.5500000,57509.9300000,26
BTSX.BTC/USD,60,20210506,040000,57517.0800000,57644.5900000,56615.6400000,57009.5700000,88
BTSX.BTC/USD,60,20210506,050000,56945.0700000,57306.8300000,56602.6100000,56911.1300000,89
BTSX.BTC/USD,60,20210506,060000,56892.5400000,57228.7500000,56763.3700000,57084.1200000,30
BTSX.BTC/USD,60,20210506,070000,57098.9400000,57098.9400000,56697.5700000,56856.8100000,14
BTSX.BTC/USD,60,20210506,080000,56845.5000000,57616.0800000,56779.5100000,56997.2000000,54
BTSX.BTC/USD,60,20210506,090000,57008.3900000,57433.2200000,56833.0900000,57237.1600000,23
BTSX.BTC/USD,60,20210506,100000,57233.0900000,57233.0900000,56516.5100000,56670.1700000,80
BTSX.BTC/USD,60,20210506,110000,56674.1400000,56951.3500000,56408.4700000,56919.3800000,34
BTSX.BTC/USD,60,20210506,120000,56897.4800000,57258.9300000,56861.3700000,56973.8000000,38
BTSX.BTC/USD,60,20210506,130000,56987.0700000,57391.2100000,56825.2900000,57298.6700000,23
BTSX.BTC/USD,60,20210506,140000,57291.4000000,58420.8300000,57181.2400000,58045.8300000,226
BTSX.BTC/USD,60,20210506,150000,58045.6700000,58200.0000000,57739.2100000,58058.8000000,108
BTSX.BTC/USD,60,20210506,160000,58073.3000000,58156.0100000,57535.4600000,57694.9300000,65
BTSX.BTC/USD,60,20210506,170000,57694.9400000,57806.7000000,57102.8700000,57334.2300000,73
BTSX.BTC/USD,60,20210506,180000,57350.7600000,57475.2600000,56940.0800000,57231.5700000,130
BTSX.BTC/USD,60,20210506,190000,57231.4900000,57445.0300000,56852.1000000,57165.6900000,232
BTSX.BTC/USD,60,20210506,200000,57172.1300000,57528.3300000,56665.0000000,56790.3200000,79
BTSX.BTC/USD,60,20210506,210000,56786.0300000,57155.1400000,56786.0300000,56881.9300000,32
BTSX.BTC/USD,60,20210506,220000,56863.1700000,57039.4600000,55336.1700000,55774.2900000,600
BTSX.BTC/USD,60,20210506,230000,55775.1200000,56400.0000000,55283.0000000,56180.8600000,268
BTSX.BTC/USD,60,20210507,000000,56190.2900000,56312.8900000,55727.5100000,55961.6500000,65
BTSX.BTC/USD,60,20210507,010000,55961.6500000,56582.2100000,55933.5600000,56353.8900000,87
BTSX.BTC/USD,60,20210507,020000,56308.2200000,56608.1300000,56226.1300000,56563.0800000,14
BTSX.BTC/USD,60,20210507,030000,56543.7300000,56847.6000000,56306.3800000,56447.3900000,41
BTSX.BTC/USD,60,20210507,040000,56425.8200000,57125.7200000,56062.2100000,56424.2700000,95
BTSX.BTC/USD,60,20210507,050000,56436.2000000,56586.9000000,55944.2400000,56215.2200000,53
BTSX.BTC/USD,60,20210507,060000,56194.4800000,56423.9100000,55527.7200000,55872.5400000,64
BTSX.BTC/USD,60,20210507,070000,55869.8500000,56165.0800000,55509.4200000,55761.9800000,39
BTSX.BTC/USD,60,20210507,080000,55724.8000000,55951.3200000,55288.1100000,55853.8300000,34
BTSX.BTC/USD,60,20210507,090000,55833.9300000,56142.5800000,55762.8100000,55852.8900000,29
BTSX.BTC/USD,60,20210507,100000,55854.5000000,56249.9000000,55710.0000000,56171.8000000,44
BTSX.BTC/USD,60,20210507,110000,56187.1200000,56330.1000000,55734.8700000,55817.3100000,65
BTSX.BTC/USD,60,20210507,120000,55826.8400000,56207.6300000,55614.7300000,56161.9000000,50
BTSX.BTC/USD,60,20210507,130000,56157.1500000,56519.1700000,56068.9000000,56267.6600000,132
BTSX.BTC/USD,60,20210507,140000,56284.4400000,56717.4900000,56284.4400000,56478.7700000,34
BTSX.BTC/USD,60,20210507,150000,56469.6100000,56840.0000000,56264.6800000,56493.0000000,81
BTSX.BTC/USD,60,20210507,160000,56538.3000000,57668.4400000,56281.9100000,57520.1300000,133
BTSX.BTC/USD,60,20210507,170000,57557.4200000,57750.0000000,56927.9000000,57053.6600000,76
BTSX.BTC/USD,60,20210507,180000,57068.6300000,57265.4800000,56778.0000000,57190.3300000,240
BTSX.BTC/USD,60,20210507,190000,57201.0500000,57699.2200000,57112.6300000,57605.0700000,152
BTSX.BTC/USD,60,20210507,200000,57627.8900000,58375.6600000,57224.1300000,58375.6600000,112
BTSX.BTC/USD,60,20210507,210000,58375.6600000,58743.8500000,58064.9900000,58164.5900000,166
BTSX.BTC/USD,60,20210507,220000,58177.8800000,58180.0000000,57720.0000000,57941.9500000,109
BTSX.BTC/USD,60,20210507,230000,57952.0200000,58056.8000000,57490.3100000,57648.3000000,78
